"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"801","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458789.1","Q9UGM3","DMBT1_HUMAN",2e-137,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"802","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23704212,23726612,"111119016",23704212,23726612,"XM_022458799.1","Q9R095","SPEF2_RAT",5e-67,"sperm flagellar protein 2-like",NA,NA,NA,NA
"804","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23704212,23726612,"111119016",23704212,23726612,"XM_022458798.1","Q9R095","SPEF2_RAT",6e-67,"sperm flagellar protein 2-like",NA,NA,NA,NA
"805","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23704212,23726612,"111119016",23704212,23726612,"XM_022458803.1","Q9R095","SPEF2_RAT",3e-48,"sperm flagellar protein 2-like",NA,NA,NA,NA
"806","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458788.1","Q9UGM3","DMBT1_HUMAN",2e-133,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"808","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458792.1","Q9UGM3","DMBT1_HUMAN",1e-132,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"810","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23704212,23726612,"111119016",23704212,23726612,"XM_022458798.1","Q9R095","SPEF2_RAT",3e-48,"sperm flagellar protein 2-like",NA,NA,NA,NA
"811","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23704212,23726612,"111119016",23704212,23726612,"XM_022458799.1","Q9R095","SPEF2_RAT",3e-48,"sperm flagellar protein 2-like",NA,NA,NA,NA
"812","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458792.1","Q9UGM3","DMBT1_HUMAN",2e-136,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"813","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458792.1","Q9UGM3","DMBT1_HUMAN",2e-137,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"817","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458787.1","Q9UGM3","DMBT1_HUMAN",2e-132,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"820","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458787.1","Q9UGM3","DMBT1_HUMAN",1e-120,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"821","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458791.1","Q9UGM3","DMBT1_HUMAN",1e-77,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
"822","NC_035781.1",23710327,23710327,-54.5717994385245,"+",8.42454066830098e-28,1.83888193804831e-25,23710157,23710345,23547365,23984687,"111119012",23547365,23984687,"XM_022458788.1","Q9UGM3","DMBT1_HUMAN",1e-120,"uncharacterized LOC111119012","GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399","antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cellular protein metabolic process [GO:0044267]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; defense response to virus [GO:0051607]; epithelial cell differentiation [GO:0030855]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; multicellular organism development [GO:0007275]; protein transport [GO:0015031]; receptor-mediated endocytosis [GO:0006898]; viral process [GO:0016032]","cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of membrane [GO:0019898]; phagocytic vesicle membrane [GO:0030670]; zymogen granule membrane [GO:0042589]","calcium-dependent protein binding [GO:0048306]; DNA binding [GO:0003677]; heparan sulfate binding [GO:1904399]; lipopolysaccharide binding [GO:0001530]; lipoteichoic acid binding [GO:0070891]; pattern recognition receptor activity [GO:0038187]; scavenger receptor activity [GO:0005044]; signaling pattern recognition receptor activity [GO:0008329]; zymogen binding [GO:0035375]"
