"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"9640","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",1e-42,"titin-like",NA,NA,NA,NA
"9641","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",4.4,"titin-like",NA,NA,NA,NA
"9642","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",0.39,"titin-like",NA,NA,NA,NA
"9643","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",4e-32,"titin-like",NA,NA,NA,NA
"9644","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",5e-21,"titin-like",NA,NA,NA,NA
"9645","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",8e-16,"titin-like",NA,NA,NA,NA
"9646","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",7e-06,"titin-like",NA,NA,NA,NA
"9648","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",5.6,"titin-like",NA,NA,NA,NA
"9649","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",1e-34,"titin-like",NA,NA,NA,NA
"9658","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",9e-09,"titin-like",NA,NA,NA,NA
"9659","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",3e-18,"titin-like",NA,NA,NA,NA
"9660","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",9e-38,"titin-like",NA,NA,NA,NA
"9708","NC_035788.1",56304984,56304984,57.1815718157181,"+",3.92802423608147e-18,2.72981714133834e-16,0,"NC_035788.1",56298939,56305688,"111112119",56298939,56305688,"XM_022449456.1","Q5U3V9","SNF8_DANRE",2e-108,"vacuolar-sorting protein SNF8-like",NA,NA,NA,NA
"9710","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,0,"NC_035788.1",59032430,59091607,"111114554",59075067,59091607,"XM_022452916.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9711","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,0,"NC_035788.1",59032430,59091607,"111114554",59075067,59091607,"XM_022452916.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9712","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,0,"NC_035788.1",59032430,59091607,"111114554",59032430,59091607,"XM_022452907.1","Q8R205","ZC3HA_MOUSE",6e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9713","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,0,"NC_035788.1",59032430,59091607,"111114554",59032430,59091607,"XM_022452907.1","Q8R205","ZC3HA_MOUSE",6e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9714","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,0,"NC_035788.1",59032430,59091607,"111114554",59056721,59091607,"XM_022452912.1","Q8R205","ZC3HA_MOUSE",2e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9715","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,0,"NC_035788.1",59032430,59091607,"111114554",59056721,59091607,"XM_022452912.1","Q8R205","ZC3HA_MOUSE",2e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9728","NC_035788.1",59053242,59053242,73.9910313901345,"+",6.40139019881541e-26,1.12868228065211e-23,0,"NC_035788.1",59032430,59091607,"111114554",59060608,59091607,"XM_022452915.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9729","NC_035788.1",59053338,59053338,60.3422558511648,"+",1.32068358384173e-42,1.17677814622215e-39,0,"NC_035788.1",59032430,59091607,"111114554",59060608,59091607,"XM_022452915.1","Q8R205","ZC3HA_MOUSE",3e-71,"zinc finger CCCH domain-containing protein 10-like",NA,NA,NA,NA
"9741","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2.6,"titin-like",NA,NA,NA,NA
"9743","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",4.9,"titin-like",NA,NA,NA,NA
"9744","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",5e-16,"titin-like",NA,NA,NA,NA
"9745","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.002,"titin-like",NA,NA,NA,NA
"9746","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2.9,"titin-like",NA,NA,NA,NA
"9747","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.074,"titin-like",NA,NA,NA,NA
"9748","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",3.8,"titin-like",NA,NA,NA,NA
"9749","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",4.7,"titin-like",NA,NA,NA,NA
"9751","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2.5,"titin-like",NA,NA,NA,NA
"9752","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2e-55,"titin-like",NA,NA,NA,NA
"9753","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.048,"titin-like",NA,NA,NA,NA
"9754","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.078,"titin-like",NA,NA,NA,NA
"9755","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.049,"titin-like",NA,NA,NA,NA
"9756","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",4.4,"titin-like",NA,NA,NA,NA
"9757","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.014,"titin-like",NA,NA,NA,NA
"9758","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.012,"titin-like",NA,NA,NA,NA
"9759","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2e-17,"titin-like",NA,NA,NA,NA
"9760","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",5.8,"titin-like",NA,NA,NA,NA
"9761","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2.3,"titin-like",NA,NA,NA,NA
"9762","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.082,"titin-like",NA,NA,NA,NA
"9763","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-40,"titin-like",NA,NA,NA,NA
"9764","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",3e-32,"titin-like",NA,NA,NA,NA
"9765","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",7e-42,"titin-like",NA,NA,NA,NA
"9766","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",3,"titin-like",NA,NA,NA,NA
"9767","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",4e-40,"titin-like",NA,NA,NA,NA
"9768","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.006,"titin-like",NA,NA,NA,NA
"9769","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",7e-52,"titin-like",NA,NA,NA,NA
"9770","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",4e-33,"titin-like",NA,NA,NA,NA
"9771","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",6e-19,"titin-like",NA,NA,NA,NA
"9772","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.004,"titin-like",NA,NA,NA,NA
"9773","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2.1,"titin-like",NA,NA,NA,NA
"9774","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.063,"titin-like",NA,NA,NA,NA
"9775","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2e-18,"titin-like",NA,NA,NA,NA
"9776","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",7.8,"titin-like",NA,NA,NA,NA
"9777","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",6e-41,"titin-like",NA,NA,NA,NA
"9778","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-09,"titin-like",NA,NA,NA,NA
"9779","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.005,"titin-like",NA,NA,NA,NA
"9780","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",3e-34,"titin-like",NA,NA,NA,NA
"9781","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-15,"titin-like",NA,NA,NA,NA
"9782","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-39,"titin-like",NA,NA,NA,NA
"9783","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",6.5,"titin-like",NA,NA,NA,NA
"9784","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",8e-40,"titin-like",NA,NA,NA,NA
"9785","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-05,"titin-like",NA,NA,NA,NA
"9786","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",6.7,"titin-like",NA,NA,NA,NA
"9787","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.011,"titin-like",NA,NA,NA,NA
"9788","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",7e-06,"titin-like",NA,NA,NA,NA
"9789","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.013,"titin-like",NA,NA,NA,NA
"9790","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",9e-18,"titin-like",NA,NA,NA,NA
"9791","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.059,"titin-like",NA,NA,NA,NA
"9792","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",7e-14,"titin-like",NA,NA,NA,NA
"9793","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",5e-15,"titin-like",NA,NA,NA,NA
"9794","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.041,"titin-like",NA,NA,NA,NA
"9795","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-42,"titin-like",NA,NA,NA,NA
"9796","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.63,"titin-like",NA,NA,NA,NA
"9797","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",8e-19,"titin-like",NA,NA,NA,NA
"9798","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",5e-31,"titin-like",NA,NA,NA,NA
"9799","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.045,"titin-like",NA,NA,NA,NA
"9800","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",6e-34,"titin-like",NA,NA,NA,NA
"9801","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-17,"titin-like",NA,NA,NA,NA
"9802","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.54,"titin-like",NA,NA,NA,NA
"9803","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-18,"titin-like",NA,NA,NA,NA
"9804","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-14,"titin-like",NA,NA,NA,NA
"9805","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.04,"titin-like",NA,NA,NA,NA
"9806","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",1e-47,"titin-like",NA,NA,NA,NA
"9807","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.58,"titin-like",NA,NA,NA,NA
"9808","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",2e-16,"titin-like",NA,NA,NA,NA
"9809","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25319123,25356403,"XM_022469621.1","Q8WZ42","TITIN_HUMAN",0.51,"titin-like",NA,NA,NA,NA
